Latitude,Longitude,Date,Depth (m),Temperature (°C),Salinity (PSU),Pressure (dbar),DOXY (Âµmol/kg),Nitrate (Âµmol/L),Phosphate (Âµmol/L),Silicate (Âµmol/L),pH,Chlorophyll-a (mg/mÂ³),Density (kg/mÂ³),Potential Density (kg/mÂ³),Total Alkalinity (Âµmol/kg),pCOâ (Âµatm),Fluorescence (a.u.),Turbidity (NTU),PAR (Âµmol/mÂ²/s),Ocean Region
16.25,94.58,2/9/2024 18:08,111.1111111,25.84,35.69,110,183.12,5.09,0.435,6.22,8.013,0.316,997.38,997.4,2416.8,389.2,0.104,1.03,216.7,Bay of Bengal
16.25,94.58,7/17/2025 16:57,222.2222222,25.17,36.302,223.2,167.14,5.38,0.603,9.11,8.078,0.033,998.01,998.05,2410.8,370.6,0.185,0.258,23.5,Bay of Bengal
16.25,94.58,8/3/2025 22:00,333.3333333,21.63,35.468,333.8,179.67,7.97,0.743,15.19,8.06,0.219,998.05,998.12,2377.1,362.3,0.2,0.152,2.5,Bay of Bengal
16.25,94.58,8/7/2024 0:39,444.4444444,20.45,35.366,442.7,214.23,10.27,1.19,18.41,7.946,0.01,998.2,998.29,2363.3,385,0.034,0.052,0.3,Bay of Bengal
16.25,94.58,5/30/2025 20:53,555.5555556,17.97,36.039,554.3,109.38,14.19,1.13,22.95,7.945,0.063,999.24,999.35,2399.6,390.8,0.013,0.018,0,Bay of Bengal
16.25,94.58,3/13/2025 19:42,666.6666667,15.24,35.848,666.2,128.08,16.8,1.547,27.86,7.966,0.046,999.63,999.76,2326.8,344,0.013,0.001,0,Bay of Bengal
16.25,94.58,1/26/2024 15:44,777.7777778,13.42,36.811,777.8,114.86,19.86,1.978,31.82,7.775,0.013,1000.76,1000.92,2416.8,376,0.002,0.001,0,Bay of Bengal
16.25,94.58,5/21/2025 18:42,888.8888889,12.11,35.45,887.1,161.15,21.25,1.858,36.27,7.782,0.002,999.94,1000.12,2256.2,357.6,0.003,0,0,Bay of Bengal
16.25,94.58,7/19/2024 18:07,1000,9.4,37.121,998.2,153.37,23.21,2.144,41.16,7.739,0.005,1001.82,1002.02,2327.5,343.8,0.001,0,0,Bay of Bengal
-1.18,40.41,6/13/2024 21:30,0,28.28,35.65,-0.1,193.59,1.38,0.128,1.59,8.043,0.26,996.86,996.86,2328.4,381.2,1.839,4.414,2000,Western Indian Ocean
-1.18,40.41,3/24/2025 21:01,111.1111111,26.98,35.05,112.4,147.85,6.34,0.48,5.97,8.15,0.577,996.64,996.66,2219.2,365.4,0.634,1.623,216.7,Western Indian Ocean
-1.18,40.41,4/16/2025 3:24,222.2222222,24.28,35.989,224,180.81,5.53,0.888,9.79,7.979,0.416,997.94,997.98,2270.9,350.4,0.425,0.539,23.5,Western Indian Ocean
-1.18,40.41,1/7/2025 11:39,333.3333333,21.54,34.83,334.7,181.37,7.83,1.011,14.71,7.961,0.243,997.56,997.63,2292.2,365.4,0.094,0.135,2.5,Western Indian Ocean
-1.18,40.41,3/24/2024 14:33,444.4444444,20.28,36.447,446,210.76,11.62,1.183,19.31,8.021,0.047,999.1,999.19,2395.2,404.8,0.013,0.042,0.3,Western Indian Ocean
-1.18,40.41,10/1/2024 19:02,555.5555556,17.62,35.162,556.1,205.32,13.15,1.367,22.34,8.016,0.076,998.61,998.72,2373.4,374.9,0.004,0.012,0,Western Indian Ocean
-1.18,40.41,5/31/2024 2:05,666.6666667,14.84,36.315,665.1,116.31,15.34,1.525,27.71,7.916,0.029,1000.08,1000.21,2347.3,369.9,0.022,0.004,0,Western Indian Ocean
-1.18,40.41,2/19/2024 1:08,777.7777778,14.34,36.211,779,174.02,17.02,1.895,31.22,7.777,0.015,1000.1,1000.26,2275.5,344.4,0.006,0.002,0,Western Indian Ocean
-1.18,40.41,2/19/2024 1:36,888.8888889,12.11,36.06,887.5,163.68,20.88,2.084,35.59,7.846,0.007,1000.43,1000.61,2347.9,358.9,0.003,0,0,Western Indian Ocean
-1.18,40.41,1/21/2024 5:02,1000,8.47,35.883,1001,73.07,23.2,2.423,40.47,7.726,0.003,1001.01,1001.21,2258.5,304.8,0.002,0,0,Western Indian Ocean
-18.24,100.35,1/1/2025 17:15,0,28.5,35.791,-1.7,235.04,2.14,0.16,1.87,8.122,0.111,996.93,996.93,2346.7,395.2,1.177,3.772,2000,Eastern Indian Ocean
-18.24,100.35,10/10/2024 19:58,111.1111111,26.84,35.252,111.9,182.42,5.86,0.519,4.99,7.988,0.664,996.83,996.85,2244.8,369.6,0.887,1.03,216.7,Eastern Indian Ocean
-18.24,100.35,6/23/2024 3:07,222.2222222,24.07,34.862,220.5,180.24,8.29,0.723,9.96,8.121,0.183,997.08,997.12,2328.8,385.6,0.365,0.376,23.5,Eastern Indian Ocean
-18.24,100.35,5/29/2025 21:01,333.3333333,22.61,35.387,333.3,192.72,9.63,0.824,13.85,8.003,0.177,997.79,997.86,2289.6,373.6,0.105,0.027,2.5,Eastern Indian Ocean
-18.24,100.35,8/19/2025 12:19,444.4444444,21.08,34.78,444.7,125.52,13.18,1.29,18.81,8.052,0.026,997.61,997.7,2248.7,369.6,0.067,0.028,0.3,Eastern Indian Ocean
-18.24,100.35,5/27/2025 0:24,555.5555556,18.7,35.139,557.5,187.2,12.89,1.373,23.11,8.007,0.043,998.37,998.48,2366.1,333.7,0.038,0.001,0,Eastern Indian Ocean
-18.24,100.35,4/10/2024 18:57,666.6666667,15.3,35.33,667.4,187.27,15.89,1.593,27.73,7.975,0.034,999.2,999.33,2239.8,373.9,0.001,0.006,0,Eastern Indian Ocean
-18.24,100.35,6/10/2025 12:12,777.7777778,14.04,36.419,776.9,148.47,20.35,1.849,33.06,7.844,0.006,1000.33,1000.49,2352.9,327.7,0.002,0.001,0,Eastern Indian Ocean
-18.24,100.35,5/7/2025 2:03,888.8888889,11.06,36.476,887.9,114.26,19.63,2.154,35.59,7.749,0.009,1000.97,1001.15,2370.6,333.1,0.005,0,0,Eastern Indian Ocean
-18.24,100.35,5/19/2025 18:56,1000,9.89,37.433,999.3,169.78,24.5,2.092,40.59,7.899,0.006,1001.97,1002.17,2355.9,360.5,0.002,0,0,Eastern Indian Ocean
11.73,71.95,4/19/2025 13:30,0,28.14,35.137,1.1,230.95,0.24,0.365,1.05,8.002,1.014,996.48,996.48,2403.5,421.5,1.638,3.587,2000,Arabian Sea
11.73,71.95,5/29/2025 15:42,111.1111111,26.03,34.396,109.3,208.31,6.67,0.718,6.3,8.116,0.034,996.31,996.33,2355.5,358,0.946,0.508,216.7,Arabian Sea
11.73,71.95,1/27/2025 19:42,222.2222222,24.78,34.81,221.8,216.04,8.15,0.835,10.6,7.995,0.144,996.89,996.93,2303.4,377.6,0.362,0.344,23.5,Arabian Sea
11.73,71.95,7/11/2024 9:45,333.3333333,22.4,35.922,335,127.66,8.12,0.747,14.72,7.923,0.202,998.26,998.33,2410.7,379.6,0.078,0.084,2.5,Arabian Sea
11.73,71.95,5/28/2025 3:02,444.4444444,20.01,35.383,445.7,131.98,9.22,1.011,18.83,7.915,0.11,998.3,998.39,2315,367.9,0.078,0.027,0.3,Arabian Sea
11.73,71.95,1/16/2024 1:49,555.5555556,17.87,35.205,557,168.39,11.52,1.506,23.64,7.935,0.047,998.59,998.7,2302.6,349,0.047,0.016,0,Arabian Sea
11.73,71.95,5/11/2025 16:41,666.6666667,15.2,35.212,668.1,184.75,18.08,1.448,28.16,7.933,0.03,999.13,999.26,2288.2,333.1,0.014,0.001,0,Arabian Sea
11.73,71.95,2/5/2024 20:55,777.7777778,12.52,35.239,777.9,101.43,20.55,1.814,31.87,7.87,0.011,999.69,999.85,2276.2,349.4,0.008,0.001,0,Arabian Sea
11.73,71.95,5/5/2024 8:34,888.8888889,10.74,35.965,889,154.23,17.95,2.211,37.44,7.863,0.005,1000.62,1000.8,2307.6,364.3,0.002,0,0,Arabian Sea
11.73,71.95,2/15/2025 1:42,1000,9.29,35.505,998.6,149.55,21.43,2.295,40.9,7.707,0.001,1000.55,1000.75,2362.5,350.2,0.001,0,0,Arabian Sea
5.03,50.65,12/7/2024 11:01,0,28.51,35.26,-0.1,211.39,4.68,0.478,0.55,8.026,0.319,996.51,996.51,2265.5,401.9,1.925,3.449,2000,Western Indian Ocean
5.03,50.65,7/2/2024 22:44,111.1111111,27.07,36.077,111.2,214.96,5.03,0.457,5.23,8.043,0.565,997.45,997.47,2258,383.8,0.138,0.581,216.7,Western Indian Ocean
5.03,50.65,8/25/2025 19:00,222.2222222,23.96,35.783,220.3,218.12,8.03,0.47,10.24,8.126,0.443,997.83,997.87,2397.3,392,0.049,0.151,23.5,Western Indian Ocean
5.03,50.65,10/15/2024 1:57,333.3333333,22.04,36.128,332.3,212.39,8.45,0.95,14.96,7.943,0.205,998.49,998.56,2429.1,364.5,0.208,0.029,2.5,Western Indian Ocean
5.03,50.65,3/12/2024 15:23,444.4444444,20.31,35.867,445.9,141.13,12.69,0.992,19.32,7.939,0.04,998.63,998.72,2254.3,373.5,0.041,0.047,0.3,Western Indian Ocean
5.03,50.65,6/18/2024 16:36,555.5555556,17.33,36.595,555,120.45,13.86,1.188,23.8,7.873,0.017,999.81,999.92,2398,365.5,0.046,0.004,0,Western Indian Ocean
5.03,50.65,5/15/2025 4:42,666.6666667,15.7,36.674,668.3,134.54,15.89,1.484,26.78,7.828,0.012,1000.2,1000.33,2375.1,327.7,0.003,0.001,0,Western Indian Ocean
5.03,50.65,4/17/2025 17:28,777.7777778,13.68,37.018,776.1,89.85,17.17,1.831,32.71,7.835,0.013,1000.88,1001.04,2461.9,383.4,0.011,0,0,Western Indian Ocean
5.03,50.65,2/26/2024 23:47,888.8888889,11.71,35.437,890.7,128.35,20.2,1.906,36.77,7.88,0.003,1000.01,1000.19,2350.1,367.8,0.005,0,0,Western Indian Ocean
5.03,50.65,11/24/2024 20:19,1000,9.55,37.124,1001.7,138.87,23.1,2.083,41.64,7.88,0.004,1001.79,1001.99,2323.8,336.5,0.002,0,0,Western Indian Ocean
9.91,92.95,5/2/2025 12:25,0,29.16,35.295,-1.5,166,1.95,0.363,0.22,8.023,1.077,996.4,996.4,2404.2,382.9,0.229,1.409,2000,Bay of Bengal
9.91,92.95,4/15/2025 10:33,111.1111111,26.96,35.499,109.8,201.08,2.68,0.637,5.53,8.113,0.671,997.01,997.03,2404.1,388.3,0.531,0.051,216.7,Bay of Bengal
9.91,92.95,7/1/2025 17:20,222.2222222,25.25,35.578,224.2,145.69,4.77,0.633,10.29,8.102,0.205,997.41,997.45,2298.2,407.7,0.327,0.134,23.5,Bay of Bengal
9.91,92.95,9/6/2024 6:00,333.3333333,22.34,34.982,333.2,145.8,9.85,1.019,14.87,7.952,0.195,997.52,997.59,2341.2,343.6,0.077,0.101,2.5,Bay of Bengal
9.91,92.95,7/6/2025 4:54,444.4444444,20.74,36.461,444.4,151.53,12.93,1.243,19.47,7.942,0.112,999.02,999.11,2359.2,372.1,0.082,0.026,0.3,Bay of Bengal
9.91,92.95,2/10/2025 6:01,555.5555556,17.04,36.812,555.9,137.26,14.34,1.118,24.19,7.906,0.004,1000.04,1000.15,2357.1,380.6,0.034,0.001,0,Bay of Bengal
9.91,92.95,7/15/2025 19:41,666.6666667,15.3,35.504,665.6,177.89,15.47,1.754,27.92,7.832,0.047,999.34,999.47,2301.5,379.2,0.01,0.004,0,Bay of Bengal
9.91,92.95,6/20/2024 8:00,777.7777778,13.54,37.01,778,180.14,19.28,1.721,31.29,7.86,0.017,1000.9,1001.06,2382.5,360,0.004,0,0,Bay of Bengal
9.91,92.95,11/7/2024 14:33,888.8888889,11.2,36.276,887.4,158.72,19.23,2.194,36.08,7.886,0.011,1000.78,1000.96,2339.6,372.8,0.003,0,0,Bay of Bengal
9.91,92.95,7/24/2024 11:22,1000,9.67,36.046,1000.2,110.96,20.71,2.106,41.33,7.82,0.009,1000.9,1001.1,2347.1,354.9,0,0,0,Bay of Bengal
-26.94,91.96,6/17/2024 6:30,0,29.41,35.746,0.7,172.33,0.02,0.259,0.71,8.192,0.677,996.71,996.71,2395.9,385.7,1.432,1.879,2000,South Indian Ocean
-26.94,91.96,12/30/2024 4:45,111.1111111,26.3,35.13,111,162.79,6.59,0.57,5.9,8.126,0.794,996.84,996.86,2349.5,403.5,0.404,1.178,216.7,South Indian Ocean
-26.94,91.96,8/28/2024 6:58,222.2222222,24.03,34.859,224,167.05,5,0.492,10.89,8.078,0.018,997.08,997.12,2294.2,414.6,0.274,0.539,23.5,South Indian Ocean
-26.94,91.96,12/4/2024 3:55,333.3333333,22.13,36.366,332.4,128.52,11.38,0.959,13.84,8.039,0.234,998.67,998.74,2356.4,358.3,0.139,0.138,2.5,South Indian Ocean
-26.94,91.96,7/13/2024 11:00,444.4444444,19.38,36.014,443.6,185.34,10.45,1.345,18.16,8.003,0.096,998.94,999.03,2283.3,402.7,0.099,0.02,0.3,South Indian Ocean
-26.94,91.96,7/10/2024 1:08,555.5555556,17.44,35.637,554.6,195.9,15.67,1.601,24.13,7.858,0.023,999.02,999.13,2253.4,384.6,0.042,0.007,0,South Indian Ocean
-26.94,91.96,12/9/2024 22:41,666.6666667,15.24,36.754,668.3,186.33,16.15,1.737,28.58,7.95,0.01,1000.36,1000.49,2412.7,372.1,0.021,0.002,0,South Indian Ocean
-26.94,91.96,9/20/2024 7:44,777.7777778,14.2,35.264,778.2,126.02,17.75,1.568,31.91,7.906,0.019,999.37,999.53,2257.2,371.1,0.005,0.001,0,South Indian Ocean
-26.94,91.96,6/26/2025 5:12,888.8888889,11.42,35.37,889.1,102.09,19.84,2.205,35.83,7.823,0.01,1000.01,1000.19,2347.9,358.4,0.001,0.001,0,South Indian Ocean
-26.94,91.96,3/21/2024 13:30,1000,9.23,35.673,1001.2,115.41,24.48,2.058,40.78,7.704,0.002,1000.69,1000.89,2423.4,363.2,0.001,0,0,South Indian Ocean
13.67,60.55,8/11/2024 6:39,0,28.61,35.591,-1.6,224.85,3.14,0.399,1.03,8.078,1.319,996.75,996.75,2264.5,378.6,0.787,0.418,2000,Arabian Sea
13.67,60.55,7/3/2024 0:51,111.1111111,26.9,35.564,111.7,229.81,2.72,0.562,6.15,8.107,0.133,997.07,997.09,2299.6,381.8,0.64,0.464,216.7,Arabian Sea
13.67,60.55,6/5/2024 5:21,222.2222222,25.11,34.992,220.8,198.76,8.03,0.821,9.04,8.024,0.392,996.97,997.01,2265.4,379.1,0.281,0.332,23.5,Arabian Sea
13.67,60.55,3/28/2025 3:29,333.3333333,21.56,35.19,334.3,175.09,10.79,1.038,13.44,7.987,0.184,997.84,997.91,2310.1,344.7,0.186,0.077,2.5,Arabian Sea
13.67,60.55,9/9/2024 21:42,444.4444444,21,35.038,444,173.51,13.61,1.288,18.87,8.063,0.038,997.83,997.92,2214.1,356.5,0.069,0.01,0.3,Arabian Sea
13.67,60.55,6/14/2024 14:49,555.5555556,17.62,36.118,555.8,127.28,12.43,1.342,22.68,8.001,0.034,999.37,999.48,2256.4,394.5,0.043,0.004,0,Arabian Sea
13.67,60.55,10/21/2024 20:51,666.6666667,16.5,36.579,666.2,164.76,17.63,1.585,28.23,7.878,0.035,999.96,1000.09,2429.2,386.5,0.02,0.003,0,Arabian Sea
13.67,60.55,12/3/2024 12:17,777.7777778,13.38,35.769,776.2,118.22,16.87,1.664,32.35,7.836,0.03,999.94,1000.1,2398.2,382.2,0.001,0.002,0,Arabian Sea
13.67,60.55,3/23/2025 16:35,888.8888889,11.46,35.945,888.6,91.56,21.31,1.911,36.05,7.803,0.004,1000.46,1000.64,2378.8,367.7,0.004,0,0,Arabian Sea
13.67,60.55,3/30/2025 1:27,1000,8.98,37.437,1000.5,71.78,22.92,2.05,41.93,7.771,0.01,1002.15,1002.35,2383.2,313.6,0.001,0,0,Arabian Sea
-9.69,78.43,12/14/2024 18:58,0,29.22,34.882,-1.2,176.2,3.5,0.16,1.27,8.169,1.374,996.06,996.06,2288.6,385.1,1.51,0.3,2000,South Indian Ocean
-9.69,78.43,2/25/2024 14:53,111.1111111,26.78,35.323,110,209.17,4.2,0.273,5.04,7.986,0.472,996.9,996.92,2399.7,368.6,0.763,1.598,216.7,South Indian Ocean
-9.69,78.43,12/22/2024 1:45,222.2222222,24.65,34.544,223.3,187.78,8.03,0.636,10.59,8.13,0.047,996.71,996.75,2336.2,381,0.042,0.247,23.5,South Indian Ocean
-9.69,78.43,1/24/2024 6:39,333.3333333,21.53,34.714,332.8,168.75,11.53,0.88,15.05,8.041,0.052,997.47,997.54,2292.3,408.7,0.071,0.167,2.5,South Indian Ocean
-9.69,78.43,1/30/2025 2:27,444.4444444,19.77,36.35,443.5,131.92,9,1.115,18.8,7.873,0.057,999.13,999.22,2307.8,395.8,0.06,0.006,0.3,South Indian Ocean
-9.69,78.43,10/13/2024 6:47,555.5555556,17.64,35.818,557.5,166.61,11.22,1.372,22.24,8,0.043,999.13,999.24,2328.6,380.7,0.047,0.014,0,South Indian Ocean
-9.69,78.43,8/19/2025 9:35,666.6666667,16.04,36.668,665.6,169.52,17.67,1.64,27.35,7.848,0.039,1000.13,1000.26,2287.6,376.9,0.018,0.003,0,South Indian Ocean
-9.69,78.43,5/18/2024 0:55,777.7777778,13.61,36.627,777.8,89.41,18.02,1.983,32.42,7.931,0.005,1000.58,1000.74,2367.9,321.4,0.003,0.002,0,South Indian Ocean
-9.69,78.43,5/28/2024 22:15,888.8888889,11.53,35.337,890.9,85.99,20.56,2.091,36.49,7.809,0.007,999.96,1000.14,2346.3,316.9,0.005,0,0,South Indian Ocean
-9.69,78.43,2/26/2024 19:23,1000,8.5,37.217,1001.7,155.1,21.98,2.339,40.93,7.758,0.01,1002.07,1002.27,2346.4,310.6,0.001,0,0,South Indian Ocean
5.83,41.04,4/9/2024 16:12,0,29.22,35.995,-0.1,159.23,0.81,0.416,1.95,8.127,0.078,996.95,996.95,2260,418.1,0.332,1.497,2000,Western Indian Ocean
5.83,41.04,6/7/2025 3:39,111.1111111,26,34.381,109.7,237.62,2.95,0.593,4.75,8.1,0.188,996.3,996.32,2341.8,375.2,0.38,1.602,216.7,Western Indian Ocean
5.83,41.04,12/16/2024 3:23,222.2222222,24.49,35.317,220.6,197.11,6.72,0.744,10.3,7.987,0.18,997.36,997.4,2291.1,398.8,0.258,0.532,23.5,Western Indian Ocean
5.83,41.04,4/4/2024 9:34,333.3333333,21.92,34.568,335,216.8,9.98,0.702,13.33,8.028,0.115,997.27,997.34,2330.4,343.2,0.068,0.05,2.5,Western Indian Ocean
5.83,41.04,2/22/2024 0:22,444.4444444,19.4,35.118,445.3,135.71,10.9,1.154,18.89,8.06,0.112,998.21,998.3,2279.5,346.8,0.065,0.057,0.3,Western Indian Ocean
5.83,41.04,6/27/2024 8:51,555.5555556,18.12,34.853,554.7,170.07,15.4,1.399,24.06,7.975,0.091,998.26,998.37,2266.9,362.9,0.041,0.001,0,Western Indian Ocean
5.83,41.04,9/19/2024 19:05,666.6666667,14.88,35.621,665.1,173.33,15,1.595,28.2,7.906,0.018,999.52,999.65,2411.7,380.7,0.011,0.003,0,Western Indian Ocean
5.83,41.04,4/12/2025 16:58,777.7777778,13.6,36.626,776.2,152.02,16.83,1.767,33.09,7.93,0.025,1000.58,1000.74,2321.6,322.6,0.009,0,0,Western Indian Ocean
5.83,41.04,12/12/2024 16:24,888.8888889,10.75,36.545,887.9,109.59,17.89,1.982,37.48,7.877,0.012,1001.09,1001.27,2346.5,336.4,0.001,0,0,Western Indian Ocean
5.83,41.04,6/20/2024 11:09,1000,8.47,36.958,999.2,156.47,21.89,2.433,40.42,7.894,0.004,1001.87,1002.07,2445.8,334.6,0.002,0,0,Western Indian Ocean
-6.34,41.09,3/19/2024 4:54,0,29.26,35.043,-0.3,159.57,3.32,0.446,0.53,8.065,0.449,996.18,996.18,2271.4,380.6,1.854,1.154,2000,Western Indian Ocean
-6.34,41.09,6/18/2025 23:36,111.1111111,26.56,34.699,109.6,151.5,6.41,0.264,6.28,7.98,0.836,996.45,996.47,2270.5,361,0.161,0.077,216.7,Western Indian Ocean
-6.34,41.09,4/15/2025 12:06,222.2222222,25.48,34.741,221.5,197.32,8.03,0.472,9.4,8,0.213,996.7,996.74,2299.5,391.1,0.404,0.073,23.5,Western Indian Ocean
-6.34,41.09,5/20/2025 19:09,333.3333333,21.56,34.758,331.5,180.61,11.48,1.162,14.95,7.938,0.209,997.49,997.56,2217.7,376.4,0.161,0.016,2.5,Western Indian Ocean
-6.34,41.09,1/6/2024 13:45,444.4444444,20.59,36.124,446.3,202.2,12.52,0.927,18.03,7.974,0.074,998.78,998.87,2396.4,359.5,0.07,0.057,0.3,Western Indian Ocean
-6.34,41.09,1/10/2024 6:31,555.5555556,18.37,36.368,557.1,194.08,15.03,1.161,22.34,7.929,0.038,999.42,999.53,2360.4,355.9,0.014,0.01,0,Western Indian Ocean
-6.34,41.09,10/20/2024 21:28,666.6666667,16.35,36.806,665.9,161.38,15.25,1.347,28.51,7.995,0.047,1000.17,1000.3,2392.5,329,0.023,0.006,0,Western Indian Ocean
-6.34,41.09,3/24/2024 17:14,777.7777778,12.92,36.553,778.9,167.09,20.05,2.01,32.93,7.931,0.021,1000.66,1000.82,2426.2,359.4,0.005,0,0,Western Indian Ocean
-6.34,41.09,2/14/2025 6:49,888.8888889,11.76,35.693,890.8,144.41,21.35,2.185,35.76,7.774,0.014,1000.2,1000.38,2401.9,329.7,0.002,0,0,Western Indian Ocean
-6.34,41.09,10/2/2024 14:11,1000,9.67,35.97,999.2,128.61,22.12,2.258,41.12,7.836,0.003,1000.84,1001.04,2312.9,355.4,0.001,0,0,Western Indian Ocean
18.72,68.3,10/5/2024 1:02,0,29.42,34.069,-1.1,168.46,4.3,0.152,0.05,8.095,0.709,995.37,995.37,2177.2,427.8,0.71,2.684,2000,Arabian Sea
18.72,68.3,10/8/2024 14:00,111.1111111,26.79,34.219,109.8,240.08,3.97,0.433,6.39,8.098,0.69,996.02,996.04,2321.9,392.9,0.339,0.679,216.7,Arabian Sea
18.72,68.3,4/25/2024 0:49,222.2222222,25.48,35.416,222,219.84,7.12,0.615,10.41,8.076,0.251,997.24,997.28,2371.3,416.1,0.113,0.337,23.5,Arabian Sea
18.72,68.3,6/1/2025 14:53,333.3333333,21.76,35.211,335.2,156.84,10.53,0.669,13.47,7.927,0.051,997.82,997.89,2284.6,409.2,0.025,0.005,2.5,Arabian Sea
18.72,68.3,1/26/2024 1:47,444.4444444,20.18,35.485,445.9,121.85,13.46,0.926,18.22,8.017,0.121,998.35,998.44,2238.7,369.3,0.047,0.002,0.3,Arabian Sea
18.72,68.3,1/3/2025 21:38,555.5555556,17.48,35.256,554,139.28,14.86,1.398,24.07,7.844,0.004,998.71,998.82,2236.9,350,0.01,0.019,0,Arabian Sea
18.72,68.3,4/6/2025 16:50,666.6666667,16.45,36.614,667.3,129.98,14.99,1.445,27.81,7.961,0.049,1000,1000.13,2450.3,357.3,0.012,0.002,0,Arabian Sea
18.72,68.3,7/21/2024 15:11,777.7777778,12.82,36.749,777.1,117.5,19.34,1.902,32.66,7.859,0.022,1000.84,1001,2365.7,328.6,0.005,0.001,0,Arabian Sea
18.72,68.3,10/13/2024 0:57,888.8888889,10.28,36.99,890.2,146.08,18.71,2.114,36.12,7.89,0.009,1001.54,1001.72,2438.2,354.1,0.004,0,0,Arabian Sea
18.72,68.3,8/27/2025 6:06,1000,9.15,37.016,1000.3,148.84,22.93,2.066,41.68,7.772,0.001,1001.78,1001.98,2458.4,328.4,0.002,0,0,Arabian Sea
-14.69,112.97,3/8/2024 13:19,0,29.03,35.373,0.9,175.55,4.58,0.425,0.58,8.131,1.273,996.49,996.49,2277.9,402,1.762,0.256,2000,Eastern Indian Ocean
-14.69,112.97,2/29/2024 8:21,111.1111111,27.1,35.762,112.2,222.12,4.78,0.66,4.86,8.077,0.167,997.19,997.21,2327,377.4,0.864,1.351,216.7,Eastern Indian Ocean
-14.69,112.97,6/1/2024 3:16,222.2222222,23.9,34.781,220.8,156.26,8.63,0.513,10.78,7.955,0.066,997.04,997.08,2342.1,416.2,0.415,0.38,23.5,Eastern Indian Ocean
-14.69,112.97,12/12/2024 7:55,333.3333333,21.66,36.429,335,207.42,8.88,0.979,14.54,8.002,0.063,998.81,998.88,2399.5,358.4,0.194,0.089,2.5,Eastern Indian Ocean
-14.69,112.97,8/10/2025 19:14,444.4444444,19.81,35.331,445.4,169.36,12.35,0.953,19.32,7.885,0.04,998.3,998.39,2385.4,376.3,0.053,0.033,0.3,Eastern Indian Ocean
-14.69,112.97,2/22/2024 2:15,555.5555556,17.12,36.583,555.8,127.82,14.79,1.551,23.72,7.871,0.033,999.84,999.95,2359.5,379.8,0.04,0.011,0,Eastern Indian Ocean
-14.69,112.97,5/2/2025 9:30,666.6666667,16.27,35.89,665.6,101.19,15.12,1.334,27.13,7.922,0.031,999.46,999.59,2263.5,323.9,0.002,0.001,0,Eastern Indian Ocean
-14.69,112.97,4/23/2024 13:25,777.7777778,13.18,35.259,776,110.99,19.52,1.822,32.77,7.849,0.031,999.57,999.73,2373.4,328.6,0.003,0.001,0,Eastern Indian Ocean
-14.69,112.97,2/26/2025 13:06,888.8888889,11.13,35.822,890.5,141.71,18.28,1.939,35.83,7.783,0.001,1000.43,1000.61,2280,358.6,0.003,0,0,Eastern Indian Ocean
-14.69,112.97,3/22/2024 5:57,1000,9.65,37.421,1001.7,116.62,21.6,2.4,41.15,7.755,0.003,1002.01,1002.21,2444,337.8,0.001,0,0,Eastern Indian Ocean
-1.06,41.41,3/2/2025 0:27,0,29.06,34.784,0.5,191.56,0.06,0.052,0.3,8.023,0.589,996.02,996.02,2355.4,367.8,1.961,2.329,2000,Western Indian Ocean
-1.06,41.41,2/16/2024 2:29,111.1111111,26.39,35.404,111.9,153.93,5.8,0.582,5.47,8.144,0.07,997.05,997.07,2280.2,384.1,0.918,0.149,216.7,Western Indian Ocean
-1.06,41.41,6/4/2025 8:21,222.2222222,24.48,35.765,222,149.8,4.62,0.931,9.69,7.967,0.402,997.72,997.76,2264.3,382.8,0.219,0.086,23.5,Western Indian Ocean
-1.06,41.41,3/11/2025 5:31,333.3333333,22.29,35.953,334.9,180.35,10.26,0.873,15.12,8.053,0.198,998.3,998.37,2287.5,347.7,0.032,0.039,2.5,Western Indian Ocean
-1.06,41.41,6/28/2024 11:21,444.4444444,20.71,34.86,445.8,173.12,11.98,1.231,19.76,7.902,0.091,997.75,997.84,2266.2,387.9,0.089,0.031,0.3,Western Indian Ocean
-1.06,41.41,5/22/2024 22:11,555.5555556,18.58,36.477,553.6,146.87,13.3,1.418,23.52,7.925,0.081,999.47,999.58,2375.8,369.5,0.028,0.015,0,Western Indian Ocean
-1.06,41.41,4/6/2024 6:31,666.6666667,15.5,36.78,665.9,161.91,18.32,1.376,28.12,7.914,0.045,1000.32,1000.45,2413.9,323.8,0.005,0.001,0,Western Indian Ocean
-1.06,41.41,2/21/2024 22:39,777.7777778,12.84,36.072,779.3,147.13,19.7,1.92,31.97,7.859,0.006,1000.29,1000.45,2314,318.7,0.006,0,0,Western Indian Ocean
-1.06,41.41,7/13/2024 8:59,888.8888889,11.49,36.274,888.1,125.7,18.89,2.221,37.12,7.933,0.006,1000.72,1000.9,2368.2,319.2,0.004,0,0,Western Indian Ocean
-1.06,41.41,1/11/2024 19:52,1000,8.93,37.157,998.7,77.33,20.03,2.482,40.3,7.795,0.006,1001.94,1002.14,2324.6,316.2,0.002,0,0,Western Indian Ocean
-7.76,47.8,2/8/2025 11:44,0,28.3,35.356,-1.4,230.4,3.48,0.118,1.04,8.015,0.808,996.62,996.62,2295.9,394,1.58,1.641,2000,Western Indian Ocean
